business_id,date,code,description
47340,9/25/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
47340,4/7/15,23,"Standard not met. Plumbing: Installed, maintained"
64029,11/21/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
64029,11/21/14,33,"Standard not met. Other Operations: Toxic Items properly stored, labeled, used"
31016,10/2/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
31016,10/2/14,23,"Standard not met. Plumbing: Installed, maintained"
65999,2/3/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
61333,5/8/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
62159,11/21/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
62159,5/7/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
66256,1/9/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
66256,1/9/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
56132,10/23/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
56132,10/23/14,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
56132,10/23/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
56132,5/26/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
56132,5/26/15,23,"Standard not met. Plumbing: Installed, maintained"
56132,5/26/15,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
32440,10/31/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
32440,4/30/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
32440,4/30/15,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
31018,7/21/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
69332,10/24/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
69332,4/15/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
69332,4/15/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
72277,6/10/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
72277,12/16/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
37356,12/15/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
37356,12/15/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
87496,11/25/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
87496,11/25/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
84961,12/23/14,5,Standard not met. Food Protection: Thermometers provided and conspicuous
84961,12/23/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
65669,9/9/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
65669,9/9/14,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
65669,3/3/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
65669,3/3/15,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
67302,3/3/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
67302,3/3/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
68558,9/9/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
68558,9/9/14,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
68558,3/3/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
68558,3/3/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
82346,8/22/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
82346,8/22/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
82346,8/22/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
82346,2/5/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
94470,7/29/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
94470,2/3/15,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
94470,2/3/15,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
94470,2/3/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
94470,2/3/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
94470,2/20/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
94470,2/20/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
55114,11/18/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
32022,6/26/14,6,Standard not met. Food Protection: Potentially hazardous food properly thawed
32022,6/26/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
32022,6/26/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
32022,6/26/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
32022,6/26/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
32022,6/26/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
32022,6/26/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
32022,12/22/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
32022,12/22/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
32022,12/22/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
32022,12/22/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31184,6/16/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
31184,6/16/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
96279,10/16/14,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
96279,10/16/14,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
93443,8/7/14,5,Standard not met. Food Protection: Thermometers provided and conspicuous
93443,8/7/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
76884,8/22/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
76884,2/26/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
76884,2/26/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
76884,2/26/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
80751,4/14/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
80751,4/14/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
86918,10/21/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
86918,10/21/14,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
86918,10/21/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
86918,10/21/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
86918,10/21/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
86918,10/21/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
86918,10/21/14,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
86918,10/21/14,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
31592,1/27/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
31592,1/27/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
31592,1/27/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
32479,11/26/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
81712,6/13/14,6,Standard not met. Food Protection: Potentially hazardous food properly thawed
81712,6/13/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
81712,6/13/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
81712,6/13/14,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
67778,7/24/14,5,Standard not met. Food Protection: Thermometers provided and conspicuous
67778,7/24/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
67778,7/24/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
67778,7/24/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
67778,7/24/14,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
67778,1/29/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
67778,1/29/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
67778,1/29/15,33,"Standard not met. Other Operations: Toxic Items properly stored, labeled, used"
67778,1/29/15,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
74015,7/30/14,4,Standard not met. Food Protection: Facilities to maintain product temp.
74015,7/30/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
74015,7/30/14,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
74015,7/30/14,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
74015,7/30/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
74015,7/30/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
74015,7/30/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
74015,7/30/14,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
74015,7/30/14,29,Standard not met. Outer Openings: Outer openings protected
74015,7/30/14,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
74015,8/15/14,4,Standard not met. Food Protection: Facilities to maintain product temp.
74015,8/15/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
74015,8/15/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
74015,8/15/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
74015,3/12/15,4,Standard not met. Food Protection: Facilities to maintain product temp.
74015,3/12/15,6,Standard not met. Food Protection: Potentially hazardous food properly thawed
74015,3/12/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
31012,9/12/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
31012,9/12/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
31012,9/12/14,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
31012,2/10/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
31012,2/10/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31012,2/10/15,23,"Standard not met. Plumbing: Installed, maintained"
64268,6/18/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
89752,8/18/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
89752,8/18/14,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
89752,2/12/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
89752,2/12/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
89752,2/12/15,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
81390,5/1/15,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
81390,5/1/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
81390,5/1/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
81390,5/1/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
81390,5/1/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
72708,11/18/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
96350,11/12/14,29,Standard not met. Outer Openings: Outer openings protected
76396,8/7/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
76396,8/7/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
76396,8/7/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
76396,8/8/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
76396,2/25/15,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
76396,2/25/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
76396,2/25/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
35860,8/5/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
35860,8/5/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
35860,8/5/14,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
35860,1/12/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
35860,1/12/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
83768,8/13/14,2,"Standard not met. Food Sources: Container, properly labeled"
83768,8/13/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
83768,2/20/15,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
83768,2/20/15,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
42875,3/18/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
90818,6/30/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
90818,12/19/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
90818,12/19/14,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
90818,12/19/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
90818,12/19/14,23,"Standard not met. Plumbing: Installed, maintained"
60888,11/15/14,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
30942,7/21/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
30942,7/21/14,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
30942,7/21/14,27,"Standard not met. Garbage Disposal: Containers or receptacles, covered, adequate number, insect/rodent proof, frequency, clean. Outside storage area enclosures properly constructed, clean, controlled incineration."
30942,7/21/14,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
47379,7/5/14,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
47379,7/5/14,2,"Standard not met. Food Sources: Container, properly labeled"
47379,7/5/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
47379,7/5/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
47379,7/5/14,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
47379,7/5/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
47379,7/5/14,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
47379,7/5/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
47379,7/5/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
47379,7/5/14,33,"Standard not met. Other Operations: Toxic Items properly stored, labeled, used"
47379,7/17/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
47379,12/26/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
47379,12/26/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
47556,11/21/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
47556,11/21/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
43388,12/1/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
43388,12/1/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
43388,12/1/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
35843,10/21/14,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
35843,10/21/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
35843,10/21/14,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
35843,10/21/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
35843,10/21/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
35843,10/21/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
35843,10/21/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
35843,11/4/14,12,"Standard not met. Personnel: Clean clothes, hair restraints"
35843,11/4/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
35843,11/4/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
35843,4/2/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
31104,5/18/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
46590,1/14/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
50583,11/14/14,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
50583,11/14/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
50583,11/14/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
50583,4/30/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
50583,4/30/15,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
50583,4/30/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
50583,4/30/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
59209,9/15/14,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
59209,3/10/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
79784,12/18/14,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
79784,12/18/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
95814,1/13/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
87711,6/20/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
87711,12/17/14,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
87711,12/17/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
87711,12/17/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
87711,12/19/14,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
91424,11/18/14,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
91424,11/18/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
91424,11/18/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
91424,5/28/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
91424,5/28/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
49093,9/29/14,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
49093,9/29/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
49093,9/29/14,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
49093,9/29/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
49093,9/29/14,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
49093,9/29/14,27,"Standard not met. Garbage Disposal: Containers or receptacles, covered, adequate number, insect/rodent proof, frequency, clean. Outside storage area enclosures properly constructed, clean, controlled incineration."
49093,9/29/14,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
49093,9/29/14,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
49093,3/23/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
49093,3/23/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
76794,6/30/14,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
76794,6/30/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
76794,12/23/14,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
76794,12/23/14,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31101,9/11/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
31101,9/11/14,23,"Standard not met. Plumbing: Installed, maintained"
31101,9/11/14,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
31101,4/29/15,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
31101,4/29/15,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
31101,4/29/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31101,4/29/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
31101,4/29/15,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
94359,10/29/14,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
94359,10/29/14,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
94359,4/16/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
